4.599824241e-06			0		0		5.448930223e-18		-1.349476759e-09		0	0	0	0	0	0	0	0	0	0	0	0	0	1.055550113e-06	1.055550113e-06	1.055550113e-06	1.055550113e-06	1.055550113e-06	3.65088292e-06			0		0		1.31620728		-0.0215535344			0
5.655374354e-06			1.577806119e-11		-0.01677901624		6.644212156e-18		-1.349476762e-09		-50062755.4	-8.645401778e-07	0	4364303.792	0	0	5.435715386e+16	20187789.6	3.168483401e-10	0	0	-0.3440276877	2.288077894e-09	1.284531678e-06	1.284531678e-06	1.284531678e-06	1.284531678e-06	1.284531678e-06	5.127599298e-06			1.121669005		-1078461923		1.604931617		-0.02155353444			0.0004045846926
6.939906032e-06			-2.665251317e-11		-0.03057320748		8.623738346e-18		-4.50357158e-10		-51568664.19	0.01861931991	-8.923081097e+16	75082899.65	-29574695.1	0.0229377962	9.697892022e+16	-39654371.33	4.91334439e-10	0.8457474626	2.803148718e-10	-0.9222659528	-4.742939313e-09	1.686501645e-06	1.686501645e-06	1.686501645e-06	1.686501645e-06	1.686501645e-06	6.297640193e-06			-1.894738369		-1965075882		2.083092771		-0.0071930016			-0.000683429904
8.626407677e-06			-3.116468125e-11		0.01586751028		1.420460648e-17		1.645152705e-09		-37943071.37	0.003868768291	-1.218675971e+16	27924957.43	-3760389.509	0.00634812443	3.708559777e+16	23305159.16	5.545312492e-10	0.1761103853	5.440282562e-11	-0.542100523	-6.893638085e-09	2.166741918e-06	2.166741918e-06	2.166741918e-06	2.166741918e-06	2.166741918e-06	7.783156855e-06			-2.215510295		1019875386		3.431170083		0.026276003			-0.0007991319611
1.07931496e-05			3.972333399e-11		0.007087503504		2.488125557e-17		2.375986651e-10		-33475835.68	0.01190890041	-1.398359243e+16	28849188.21	-12578912.6	0.0190861049	1.911111068e+16	25945128.36	7.620088194e-10	0.3156751115	2.842216615e-10	-0.4344851449	1.099384727e-08	2.759098252e-06	2.759098252e-06	2.759098252e-06	2.759098252e-06	2.759098252e-06	9.709778636e-06			2.823948517		455545340.1		6.010150272		0.003794871571			0.001018594913
1.355224785e-05			6.324523109e-11		-0.001583233601		3.7478792e-17		-5.653943989e-10		-24833323.16	0.01041650129	-8.947926294e+15	27254066.54	-11019547.14	0.02583437196	9.829914365e+15	42038315.96	8.905495892e-10	0.3168917935	3.904994063e-10	-0.3524585635	2.197834218e-08	3.495419619e-06	3.495419619e-06	3.495419619e-06	3.495419619e-06	3.495419619e-06	1.217269872e-05			4.496130074		-101761457.8		9.053127173		-0.009030350095			0.001621748836
1.704766747e-05			1.579618891e-11		-0.002160689215		5.526844564e-17		-3.377649057e-10		-21652134.72	0.01786712465	-7.22412084e+15	29065052.6	-10748604.93	0.03526512334	8.056164972e+15	52275784.93	1.227354677e-09	0.404090516	6.015652124e-10	-0.456768141	6.905149657e-09	4.414018383e-06	4.414018383e-06	4.414018383e-06	4.414018383e-06	4.414018383e-06	1.529995766e-05			1.122957712		-138877095.8		13.35027724		-0.005394703852			0.0004050495278
2.146168585e-05			-4.443661571e-11		-0.0001041943051		8.59024919e-17		5.493967238e-11		-16274151.31	0.01609692735	-4.367700755e+15	26508829.01	-11074733.66	0.05610339325	3.514423268e+15	74940922.04	1.463694227e-09	0.3870440331	9.819494129e-10	-0.3164561366	-2.44546032e-08	5.568061384e-06	5.568061384e-06	5.568061384e-06	5.568061384e-06	5.568061384e-06	1.925467666e-05			-3.159017697		-6697030.928		20.75003298		0.0008774838834			-0.001139453973
2.702974723e-05			-8.405599942e-11		0.0002041447496		1.373059434e-16		7.88362643e-11		-15828411.58	0.04007460521	-1.422514883e+15	14518516.82	-9348783.752	0.07162294896	1.585652907e+15	97504629.65	2.252395149e-09	0.199365163	1.311125706e-09	-0.2254457241	-5.825946765e-08	7.019383294e-06	7.019383294e-06	7.019383294e-06	7.019383294e-06	7.019383294e-06	2.424571654e-05			-5.975576345		13121290.07		33.1667073		0.001259154778			-0.002155383369
3.404913053e-05			-1.234329293e-10		5.227830844e-05		2.178706404e-16		1.980057164e-11		-17346801.48	0.1048605162	-1.486218266e+14	4635160.851	-5764435.28	0.06611515406	3.985734747e+14	128585587.1	3.897218573e-09	0.03283997523	1.27605706e-09	-0.08930926107	-1.077687569e-07	8.846335017e-06	8.846335017e-06	8.846335017e-06	8.846335017e-06	8.846335017e-06	3.053943888e-05			-8.77489885		3360159.157		52.62737635		0.0003162501975			-0.003165095708
