6.997637218e+10		4.395805453e+32		4.395805453e+32		3.847813146e-06		3.847813146e-06
6.99762665e+10		1.4306862e+33		9.911056543e+32		1.252333213e-05		8.675518982e-06
6.997603134e+10		1.844505306e+33		4.138191062e+32		1.614564575e-05		3.62231362e-06
6.997593439e+10		2.051606447e+33		2.071011409e+32		1.79584796e-05		1.81283385e-06
6.997588614e+10		2.258836066e+33		2.072296196e+32		1.977243807e-05		1.813958472e-06
6.997583804e+10		2.673683039e+33		4.148469727e+32		2.340374899e-05		3.631310921e-06
6.997574227e+10		3.0890526e+33		4.153695608e+32		2.703963432e-05		3.635885331e-06
6.997564708e+10		3.643700925e+33		5.546483257e+32		3.189467884e-05		4.855044522e-06
6.997552105e+10		4.199302885e+33		5.556019597e+32		3.675807088e-05		4.863392038e-06
6.9975396e+10		4.755872889e+33		5.565700037e+32		4.162993657e-05		4.87186569e-06
6.997527193e+10		5.034526236e+33		2.786533471e+32		4.406909368e-05		2.439157109e-06
6.997521025e+10		5.313427125e+33		2.789008892e+32		4.651041762e-05		2.441323938e-06
6.997514881e+10		5.871977549e+33		5.58550424e+32		5.139961867e-05		4.88920105e-06
6.997502662e+10		6.431541032e+33		5.595634827e+32		5.62976874e-05		4.898068733e-06
6.997490535e+10		6.992133293e+33		5.605922608e+32		6.120476141e-05		4.907074012e-06
6.997478498e+10		7.55377046e+33		5.61637167e+32		6.612098188e-05		4.916220468e-06
6.997466548e+10		8.116469094e+33		5.626986347e+32		7.104649377e-05		4.925511892e-06
6.997454685e+10		8.680246227e+33		5.637771321e+32		7.598144616e-05		4.934952384e-06
6.997442907e+10		9.245119368e+33		5.648731411e+32		8.092599232e-05		4.944546161e-06
6.997431212e+10		9.811106546e+33		5.659871786e+32		8.588029007e-05		4.954297749e-06
6.997419598e+10		1.052018373e+34		7.090771874e+32		9.208710825e-05		6.206818186e-06
6.997405193e+10		1.087539947e+34		3.55215733e+32		9.51964446e-05		3.109336347e-06
6.997398037e+10		1.12310718e+34		3.556723333e+32		9.830977774e-05		3.11333314e-06
6.99739091e+10		1.158720564e+34		3.561338383e+32		0.0001014271506		3.117372866e-06
6.997383814e+10		1.194380598e+34		3.566003459e+32		0.000104548607		3.121456382e-06
6.997376747e+10		1.265842273e+34		7.146167421e+32		0.000110803915		6.255307982e-06
6.997362699e+10		1.337496789e+34		7.16545163e+32		0.0001170761031		6.272188173e-06
6.997348766e+10		1.409348502e+34		7.185171356e+32		0.0001233655527		6.289449588e-06
6.997334943e+10		1.481401936e+34		7.205343304e+32		0.0001296726596		6.307106849e-06
6.997321229e+10		1.517505979e+34		3.610404377e+32		0.0001328329817		3.160322168e-06
6.997314412e+10		1.553662229e+34		3.615624981e+32		0.0001359978737		3.164891958e-06
6.997307621e+10		1.626133357e+34		7.247112742e+32		0.0001423415429		6.343669203e-06
6.997294117e+10		1.69882084e+34		7.26874836e+32		0.0001487041506		6.36260767e-06
6.997280714e+10		1.771729945e+34		7.290910478e+32		0.0001550861576		6.382007002e-06
6.99726741e+10		1.844866149e+34		7.313620395e+32		0.0001614880434		6.401885842e-06
6.997254202e+10		1.918235152e+34		7.336900308e+32		0.000167910307		6.422263622e-06
6.997241089e+10		1.955009069e+34		3.677391744e+32		0.0001711292658		3.21895872e-06
6.997234568e+10		1.991843431e+34		3.683436157e+32		0.0001743535154		3.22424962e-06
6.997228069e+10		2.065696052e+34		7.385262084e+32		0.0001808181119		6.464596496e-06
6.997215139e+10		2.139800013e+34		7.410396078e+32		0.0001873047091		6.486597222e-06
6.997202297e+10		2.214162015e+34		7.436200249e+32		0.0001938138937		6.509184579e-06
6.997189541e+10		2.288789046e+34		7.462703063e+32		0.0002003462772		6.532383485e-06
6.99717687e+10		2.363688391e+34		7.489934504e+32		0.0002069024974		6.556220185e-06
6.997164281e+10		2.401242886e+34		3.755449485e+32		0.0002101897829		3.287285583e-06
6.997158016e+10		2.438868338e+34		3.762545252e+32		0.0002134832797		3.293496775e-06
6.997151772e+10		2.51433543e+34		7.546709236e+32		0.0002200891969		6.605917234e-06
6.997139342e+10		2.590098679e+34		7.576324886e+32		0.0002267210379		6.631840922e-06
6.997126989e+10		2.666166763e+34		7.606808324e+32		0.0002333795621		6.658524217e-06
6.997114711e+10		2.742548761e+34		7.638199878e+32		0.0002400655645		6.68600242e-06
6.997102507e+10		2.819254187e+34		7.670542521e+32		0.0002467798777		6.714313147e-06
6.997090374e+10		2.896293007e+34		7.703882083e+32		0.0002535233742		6.743496514e-06
6.997078311e+10		2.973675682e+34		7.738267513e+32		0.0002602969695		6.773595368e-06
6.997066316e+10		3.051413192e+34		7.773750963e+32		0.0002671016249		6.804655361e-06
6.997054387e+10		3.129517077e+34		7.81038845e+32		0.0002739383504		6.836725526e-06
6.997042524e+10		3.207999476e+34		7.848239929e+32		0.0002808082088		6.869858343e-06
6.997030724e+10		3.286873178e+34		7.887370215e+32		0.0002877123193		6.904110548e-06
6.997018986e+10		3.366151656e+34		7.927847776e+32		0.0002946518614		6.939542073e-06
6.997007308e+10		3.445849097e+34		7.969744159e+32		0.0003016280769		6.976215546e-06
6.996995689e+10		3.485860211e+34		4.001111344e+32		0.0003051303995		3.50232261e-06
6.996989901e+10		3.52598173e+34		4.01215193e+32		0.0003086423864		3.511986848e-06
6.996984127e+10		3.606562623e+34		8.058089288e+32		0.0003156959337		7.053547346e-06
6.99697262e+10		3.687609639e+34		8.104701581e+32		0.0003227902826		7.094348832e-06
6.996961168e+10		3.769140136e+34		8.153049731e+32		0.0003299269523		7.136669778e-06
